group,N_FVG,FVG_touch60,Control_touch60,Difference
2025,5776,0.8997576177285319,0.9027700831024931,-0.0030124653739611595
2020,6210,0.9156199677938809,0.9000966183574879,0.015523349436392997
2023,6244,0.9147982062780269,0.9063420884048686,0.008456117873158253
2021,6270,0.9110047846889953,0.9029665071770335,0.008038277511961733
2024,6165,0.9062449310624493,0.9030656934306569,0.0031792376317923976
2022,6064,0.9053430079155673,0.9002968337730871,0.005046174142480209
2026,3271,0.9052277590950779,0.9057169061449099,-0.0004891470498319395
